date,city,source,latitude,longitude,temp_mean,temp_min,temp_max,precipitation_sum,wind_speed_max,pressure_mean,weather_code,year,month,day_of_year,season,is_forecast
2021-01-30,Rancagua,historical_csv,-34.1708,-70.7444,28.9,21.0,38.0,0.0,24.7,1017.2,,2021,1,30,verano,False
2021-01-31,Rancagua,historical_csv,-34.1708,-70.7444,29.5,22.5,37.4,0.0,22.0,1010.1,,2021,1,31,verano,False
2021-02-01,Rancagua,historical_csv,-34.1708,-70.7444,28.3,22.0,33.5,0.0,15.2,1020.9,,2021,2,32,verano,False
2021-02-02,Rancagua,historical_csv,-34.1708,-70.7444,26.8,21.3,33.5,0.0,24.2,1019.4,,2021,2,33,verano,False
2021-02-03,Rancagua,historical_csv,-34.1708,-70.7444,28.2,20.0,32.7,0.0,29.1,1019.9,,2021,2,34,verano,False
2021-02-04,Rancagua,historical_csv,-34.1708,-70.7444,28.7,21.3,35.3,0.0,18.5,1014.5,,2021,2,35,verano,False
2021-02-05,Rancagua,historical_csv,-34.1708,-70.7444,27.7,19.8,35.9,0.0,20.3,1010.9,,2021,2,36,verano,False
2021-02-06,Rancagua,historical_csv,-34.1708,-70.7444,26.0,18.9,32.6,0.0,22.5,1016.8,,2021,2,37,verano,False
2021-02-07,Rancagua,historical_csv,-34.1708,-70.7444,29.5,24.1,34.2,0.0,20.5,1003.5,,2021,2,38,verano,False
2021-02-08,Rancagua,historical_csv,-34.1708,-70.7444,27.9,22.4,32.6,0.0,21.0,1017.9,,2021,2,39,verano,False
2021-02-09,Rancagua,historical_csv,-34.1708,-70.7444,29.7,22.8,35.4,0.0,32.6,1018.0,,2021,2,40,verano,False
2021-02-10,Rancagua,historical_csv,-34.1708,-70.7444,28.3,20.3,35.9,0.0,14.1,1012.4,,2021,2,41,verano,False
2021-02-11,Rancagua,historical_csv,-34.1708,-70.7444,26.9,20.7,33.9,0.0,19.4,1014.2,,2021,2,42,verano,False
2021-02-12,Rancagua,historical_csv,-34.1708,-70.7444,28.7,24.1,37.5,0.0,11.6,1012.5,,2021,2,43,verano,False
2021-02-13,Rancagua,historical_csv,-34.1708,-70.7444,27.6,20.4,34.4,0.0,20.6,1014.7,,2021,2,44,verano,False
2021-02-14,Rancagua,historical_csv,-34.1708,-70.7444,27.9,21.5,34.7,0.0,13.1,1014.4,,2021,2,45,verano,False
2021-02-15,Rancagua,historical_csv,-34.1708,-70.7444,28.6,20.7,35.2,0.0,22.7,1011.5,,2021,2,46,verano,False
2021-02-16,Rancagua,historical_csv,-34.1708,-70.7444,28.2,21.5,37.0,0.0,22.1,1013.1,,2021,2,47,verano,False
2021-02-17,Rancagua,historical_csv,-34.1708,-70.7444,28.9,21.2,34.1,0.0,18.4,1013.3,,2021,2,48,verano,False
2021-02-18,Rancagua,historical_csv,-34.1708,-70.7444,28.1,21.7,34.1,0.0,14.7,1005.2,,2021,2,49,verano,False
2021-02-19,Rancagua,historical_csv,-34.1708,-70.7444,28.6,20.5,37.9,0.0,16.4,1016.0,,2021,2,50,verano,False
2021-02-20,Rancagua,historical_csv,-34.1708,-70.7444,27.5,21.5,36.9,0.0,15.8,1017.2,,2021,2,51,verano,False
2021-02-21,Rancagua,historical_csv,-34.1708,-70.7444,27.8,19.8,36.1,0.0,4.0,1020.7,,2021,2,52,verano,False
2021-02-22,Rancagua,historical_csv,-34.1708,-70.7444,26.3,21.7,31.5,0.0,19.2,1012.8,,2021,2,53,verano,False
2021-02-23,Rancagua,historical_csv,-34.1708,-70.7444,26.2,20.6,31.9,0.0,11.3,1009.0,,2021,2,54,verano,False
2021-02-24,Rancagua,historical_csv,-34.1708,-70.7444,28.1,20.7,33.5,0.0,17.5,1012.5,,2021,2,55,verano,False
2021-02-25,Rancagua,historical_csv,-34.1708,-70.7444,26.7,19.4,32.7,0.0,8.4,1005.2,,2021,2,56,verano,False
2021-02-26,Rancagua,historical_csv,-34.1708,-70.7444,28.3,23.4,37.7,0.0,26.2,1008.7,,2021,2,57,verano,False
2021-02-27,Rancagua,historical_csv,-34.1708,-70.7444,29.1,23.0,37.4,0.0,23.0,1017.2,,2021,2,58,verano,False
2021-02-28,Rancagua,historical_csv,-34.1708,-70.7444,29.2,21.9,36.2,0.0,24.8,1015.7,,2021,2,59,verano,False
2021-03-01,Rancagua,historical_csv,-34.1708,-70.7444,25.3,16.8,34.1,0.0,24.9,1015.4,,2021,3,60,otono,False
2021-03-02,Rancagua,historical_csv,-34.1708,-70.7444,25.7,20.7,34.8,0.0,13.6,1014.7,,2021,3,61,otono,False
2021-03-03,Rancagua,historical_csv,-34.1708,-70.7444,26.9,18.6,33.9,2.8,18.3,1015.0,,2021,3,62,otono,False
2021-03-04,Rancagua,historical_csv,-34.1708,-70.7444,24.7,17.9,34.2,0.0,19.8,1009.1,,2021,3,63,otono,False
2021-03-05,Rancagua,historical_csv,-34.1708,-70.7444,30.1,24.8,37.8,0.0,13.1,1016.7,,2021,3,64,otono,False
2021-03-06,Rancagua,historical_csv,-34.1708,-70.7444,24.3,18.9,30.1,9.9,22.6,1008.7,,2021,3,65,otono,False
2021-03-07,Rancagua,historical_csv,-34.1708,-70.7444,27.0,22.4,33.9,0.0,15.7,1009.7,,2021,3,66,otono,False
2021-03-08,Rancagua,historical_csv,-34.1708,-70.7444,23.7,16.7,31.5,0.0,12.6,1008.6,,2021,3,67,otono,False
2021-03-09,Rancagua,historical_csv,-34.1708,-70.7444,28.1,19.8,36.8,0.0,20.0,1009.9,,2021,3,68,otono,False
2021-03-10,Rancagua,historical_csv,-34.1708,-70.7444,24.7,20.0,32.8,0.0,14.3,1015.3,,2021,3,69,otono,False
2021-03-11,Rancagua,historical_csv,-34.1708,-70.7444,25.7,18.8,32.8,0.0,23.8,1020.8,,2021,3,70,otono,False
2021-03-12,Rancagua,historical_csv,-34.1708,-70.7444,25.0,18.2,30.4,0.0,12.4,1012.3,,2021,3,71,otono,False
2021-03-13,Rancagua,historical_csv,-34.1708,-70.7444,25.4,17.7,30.1,4.5,10.6,1002.7,,2021,3,72,otono,False
2021-03-14,Rancagua,historical_csv,-34.1708,-70.7444,26.7,18.2,32.0,0.0,28.7,1022.9,,2021,3,73,otono,False
2021-03-15,Rancagua,historical_csv,-34.1708,-70.7444,24.6,16.6,32.0,0.0,5.1,1016.4,,2021,3,74,otono,False
2021-03-16,Rancagua,historical_csv,-34.1708,-70.7444,25.2,20.5,31.2,0.0,15.9,1016.5,,2021,3,75,otono,False
2021-03-17,Rancagua,historical_csv,-34.1708,-70.7444,24.6,18.9,32.1,0.0,12.4,1017.6,,2021,3,76,otono,False
2021-03-18,Rancagua,historical_csv,-34.1708,-70.7444,23.9,19.3,33.4,0.0,15.8,1015.9,,2021,3,77,otono,False
2021-03-19,Rancagua,historical_csv,-34.1708,-70.7444,22.3,16.0,28.1,0.0,4.0,1011.7,,2021,3,78,otono,False
2021-03-20,Rancagua,historical_csv,-34.1708,-70.7444,22.9,14.5,30.2,2.2,16.7,1022.0,,2021,3,79,otono,False
2021-03-21,Rancagua,historical_csv,-34.1708,-70.7444,25.0,19.9,33.6,0.0,21.0,1020.2,,2021,3,80,otono,False
2021-03-22,Rancagua,historical_csv,-34.1708,-70.7444,24.7,16.7,31.3,0.0,23.1,1013.7,,2021,3,81,otono,False
2021-03-23,Rancagua,historical_csv,-34.1708,-70.7444,21.8,14.0,26.8,6.7,19.9,1023.8,,2021,3,82,otono,False
2021-03-24,Rancagua,historical_csv,-34.1708,-70.7444,23.8,16.4,33.2,0.0,14.8,1014.2,,2021,3,83,otono,False
2021-03-25,Rancagua,historical_csv,-34.1708,-70.7444,24.8,17.5,33.6,0.0,13.7,1012.6,,2021,3,84,otono,False
2021-03-26,Rancagua,historical_csv,-34.1708,-70.7444,22.6,17.1,27.8,3.8,15.4,1008.0,,2021,3,85,otono,False
2021-03-27,Rancagua,historical_csv,-34.1708,-70.7444,23.9,17.8,29.8,0.0,18.3,1008.6,,2021,3,86,otono,False
2021-03-28,Rancagua,historical_csv,-34.1708,-70.7444,22.2,17.1,28.4,0.0,21.0,1013.5,,2021,3,87,otono,False
2021-03-29,Rancagua,historical_csv,-34.1708,-70.7444,26.4,20.1,32.0,0.0,21.9,1011.0,,2021,3,88,otono,False
2021-03-30,Rancagua,historical_csv,-34.1708,-70.7444,21.9,17.2,27.0,0.0,19.3,1009.8,,2021,3,89,otono,False
2021-03-31,Rancagua,historical_csv,-34.1708,-70.7444,21.2,16.1,28.8,0.0,22.7,1014.3,,2021,3,90,otono,False
2021-04-01,Rancagua,historical_csv,-34.1708,-70.7444,24.1,16.0,31.4,0.0,15.0,1020.0,,2021,4,91,otono,False
2021-04-02,Rancagua,historical_csv,-34.1708,-70.7444,24.6,18.4,29.8,0.0,17.2,1010.3,,2021,4,92,otono,False
2021-04-03,Rancagua,historical_csv,-34.1708,-70.7444,24.9,18.4,33.3,0.0,12.9,1013.5,,2021,4,93,otono,False
2021-04-04,Rancagua,historical_csv,-34.1708,-70.7444,24.3,17.3,29.8,0.0,18.3,1018.5,,2021,4,94,otono,False
2021-04-05,Rancagua,historical_csv,-34.1708,-70.7444,23.2,16.3,31.3,0.0,11.2,1010.1,,2021,4,95,otono,False
2021-04-06,Rancagua,historical_csv,-34.1708,-70.7444,19.5,15.0,27.1,0.0,25.8,1013.7,,2021,4,96,otono,False
2021-04-07,Rancagua,historical_csv,-34.1708,-70.7444,20.3,12.2,29.6,0.0,23.9,1010.6,,2021,4,97,otono,False
2021-04-08,Rancagua,historical_csv,-34.1708,-70.7444,21.1,15.0,26.8,0.0,18.7,1017.3,,2021,4,98,otono,False
2021-04-09,Rancagua,historical_csv,-34.1708,-70.7444,21.5,14.1,29.1,0.0,19.7,1015.2,,2021,4,99,otono,False
2021-04-10,Rancagua,historical_csv,-34.1708,-70.7444,22.1,15.3,29.8,0.0,22.0,1015.9,,2021,4,100,otono,False
2021-04-11,Rancagua,historical_csv,-34.1708,-70.7444,21.9,14.2,27.0,0.0,10.3,1012.6,,2021,4,101,otono,False
2021-04-12,Rancagua,historical_csv,-34.1708,-70.7444,21.4,15.4,27.3,0.0,20.5,1015.4,,2021,4,102,otono,False
2021-04-13,Rancagua,historical_csv,-34.1708,-70.7444,24.6,16.5,31.1,0.0,4.9,1012.8,,2021,4,103,otono,False
2021-04-14,Rancagua,historical_csv,-34.1708,-70.7444,23.0,16.3,31.4,0.0,23.5,1020.1,,2021,4,104,otono,False
2021-04-15,Rancagua,historical_csv,-34.1708,-70.7444,22.0,13.9,28.3,0.0,20.6,1013.8,,2021,4,105,otono,False
2021-04-16,Rancagua,historical_csv,-34.1708,-70.7444,20.3,15.5,27.3,0.0,17.7,1015.2,,2021,4,106,otono,False
2021-04-17,Rancagua,historical_csv,-34.1708,-70.7444,19.5,13.8,24.5,0.0,22.4,1008.0,,2021,4,107,otono,False
2021-04-18,Rancagua,historical_csv,-34.1708,-70.7444,22.2,16.6,27.1,0.0,19.6,1015.0,,2021,4,108,otono,False
2021-04-19,Rancagua,historical_csv,-34.1708,-70.7444,22.2,15.8,27.4,0.0,19.9,1011.3,,2021,4,109,otono,False
2021-04-20,Rancagua,historical_csv,-34.1708,-70.7444,18.5,13.2,26.5,0.0,12.7,1018.5,,2021,4,110,otono,False
2021-04-21,Rancagua,historical_csv,-34.1708,-70.7444,20.1,13.2,27.7,0.0,26.9,1018.7,,2021,4,111,otono,False
2021-04-22,Rancagua,historical_csv,-34.1708,-70.7444,20.1,12.9,25.2,0.0,19.2,1027.4,,2021,4,112,otono,False
2021-04-23,Rancagua,historical_csv,-34.1708,-70.7444,20.4,15.6,28.4,0.0,16.6,1013.2,,2021,4,113,otono,False
2021-04-24,Rancagua,historical_csv,-34.1708,-70.7444,20.6,12.3,29.7,0.0,21.0,1017.7,,2021,4,114,otono,False
2021-04-25,Rancagua,historical_csv,-34.1708,-70.7444,19.4,12.6,28.8,0.0,18.8,1020.3,,2021,4,115,otono,False
2021-04-26,Rancagua,historical_csv,-34.1708,-70.7444,20.0,14.2,28.5,0.0,21.9,1019.9,,2021,4,116,otono,False
2021-04-27,Rancagua,historical_csv,-34.1708,-70.7444,19.7,13.9,25.6,0.0,11.5,1010.5,,2021,4,117,otono,False
2021-04-28,Rancagua,historical_csv,-34.1708,-70.7444,17.8,11.9,26.5,0.0,26.6,1006.5,,2021,4,118,otono,False
2021-04-29,Rancagua,historical_csv,-34.1708,-70.7444,19.2,11.3,25.7,0.0,21.9,1019.5,,2021,4,119,otono,False
2021-04-30,Rancagua,historical_csv,-34.1708,-70.7444,21.2,13.7,30.2,0.0,13.1,1012.7,,2021,4,120,otono,False
2021-05-01,Rancagua,historical_csv,-34.1708,-70.7444,19.2,10.8,27.9,0.0,7.2,1006.9,,2021,5,121,otono,False
2021-05-02,Rancagua,historical_csv,-34.1708,-70.7444,18.5,11.8,25.0,0.0,16.8,1007.0,,2021,5,122,otono,False
2021-05-03,Rancagua,historical_csv,-34.1708,-70.7444,16.9,9.5,26.2,0.0,17.5,1011.7,,2021,5,123,otono,False
2021-05-04,Rancagua,historical_csv,-34.1708,-70.7444,17.6,11.9,22.2,0.0,22.7,1006.9,,2021,5,124,otono,False
2021-05-05,Rancagua,historical_csv,-34.1708,-70.7444,20.0,12.9,26.0,11.4,20.4,1008.7,,2021,5,125,otono,False
2021-05-06,Rancagua,historical_csv,-34.1708,-70.7444,21.3,13.4,29.1,0.0,21.2,1009.5,,2021,5,126,otono,False
2021-05-07,Rancagua,historical_csv,-34.1708,-70.7444,20.0,13.9,29.2,0.0,18.6,1005.0,,2021,5,127,otono,False
2021-05-08,Rancagua,historical_csv,-34.1708,-70.7444,20.7,15.4,30.0,0.0,16.2,1008.7,,2021,5,128,otono,False
2021-05-09,Rancagua,historical_csv,-34.1708,-70.7444,14.3,6.6,19.9,0.0,17.0,1010.2,,2021,5,129,otono,False
2021-05-10,Rancagua,historical_csv,-34.1708,-70.7444,18.5,10.2,23.4,0.0,25.4,1016.7,,2021,5,130,otono,False
2021-05-11,Rancagua,historical_csv,-34.1708,-70.7444,17.5,10.5,25.1,0.0,17.7,1016.0,,2021,5,131,otono,False
2021-05-12,Rancagua,historical_csv,-34.1708,-70.7444,14.4,7.8,19.3,17.9,13.2,1017.1,,2021,5,132,otono,False
2021-05-13,Rancagua,historical_csv,-34.1708,-70.7444,16.2,10.1,25.7,0.0,21.9,1010.5,,2021,5,133,otono,False
2021-05-14,Rancagua,historical_csv,-34.1708,-70.7444,16.6,9.5,24.5,15.6,10.7,1017.3,,2021,5,134,otono,False
2021-05-15,Rancagua,historical_csv,-34.1708,-70.7444,16.8,8.3,24.9,0.0,13.7,1006.8,,2021,5,135,otono,False
2021-05-16,Rancagua,historical_csv,-34.1708,-70.7444,18.1,10.1,26.1,17.2,15.8,1012.7,,2021,5,136,otono,False
2021-05-17,Rancagua,historical_csv,-34.1708,-70.7444,17.7,12.3,26.7,0.0,19.2,1013.4,,2021,5,137,otono,False
2021-05-18,Rancagua,historical_csv,-34.1708,-70.7444,16.0,10.1,24.1,0.0,21.9,1017.6,,2021,5,138,otono,False
2021-05-19,Rancagua,historical_csv,-34.1708,-70.7444,15.7,9.1,23.6,0.0,18.7,1015.8,,2021,5,139,otono,False
2021-05-20,Rancagua,historical_csv,-34.1708,-70.7444,17.1,10.0,24.5,0.0,20.8,1016.4,,2021,5,140,otono,False
2021-05-21,Rancagua,historical_csv,-34.1708,-70.7444,15.6,10.3,24.4,0.0,16.6,1006.7,,2021,5,141,otono,False
2021-05-22,Rancagua,historical_csv,-34.1708,-70.7444,16.1,11.0,24.3,0.0,20.3,1004.3,,2021,5,142,otono,False
2021-05-23,Rancagua,historical_csv,-34.1708,-70.7444,19.2,13.0,26.9,0.0,21.0,1017.9,,2021,5,143,otono,False
2021-05-24,Rancagua,historical_csv,-34.1708,-70.7444,14.0,6.1,20.3,0.0,17.4,997.5,,2021,5,144,otono,False
2021-05-25,Rancagua,historical_csv,-34.1708,-70.7444,14.4,8.3,22.4,0.0,17.6,1022.6,,2021,5,145,otono,False
2021-05-26,Rancagua,historical_csv,-34.1708,-70.7444,17.4,12.8,26.2,0.0,10.6,1010.9,,2021,5,146,otono,False
2021-05-27,Rancagua,historical_csv,-34.1708,-70.7444,14.8,9.2,20.2,0.0,18.0,1013.3,,2021,5,147,otono,False
2021-05-28,Rancagua,historical_csv,-34.1708,-70.7444,12.5,6.2,19.1,0.0,16.8,1020.0,,2021,5,148,otono,False
2021-05-29,Rancagua,historical_csv,-34.1708,-70.7444,15.6,10.6,24.8,21.1,10.2,1014.5,,2021,5,149,otono,False
2021-05-30,Rancagua,historical_csv,-34.1708,-70.7444,16.1,9.1,22.1,0.0,14.8,1007.3,,2021,5,150,otono,False
2021-05-31,Rancagua,historical_csv,-34.1708,-70.7444,17.4,12.7,26.3,0.0,19.9,1024.7,,2021,5,151,otono,False
2021-06-01,Rancagua,historical_csv,-34.1708,-70.7444,16.6,11.9,21.1,19.3,11.3,1008.9,,2021,6,152,invierno,False
2021-06-02,Rancagua,historical_csv,-34.1708,-70.7444,15.9,11.2,21.5,0.0,28.3,1008.4,,2021,6,153,invierno,False
2021-06-03,Rancagua,historical_csv,-34.1708,-70.7444,15.6,7.2,21.3,0.0,20.5,1015.7,,2021,6,154,invierno,False
2021-06-04,Rancagua,historical_csv,-34.1708,-70.7444,17.2,10.2,25.1,5.2,21.8,1014.3,,2021,6,155,invierno,False
2021-06-05,Rancagua,historical_csv,-34.1708,-70.7444,15.7,9.9,24.0,0.0,14.4,1012.6,,2021,6,156,invierno,False
2021-06-06,Rancagua,historical_csv,-34.1708,-70.7444,14.2,9.5,22.9,0.9,24.2,1017.6,,2021,6,157,invierno,False
2021-06-07,Rancagua,historical_csv,-34.1708,-70.7444,15.9,7.6,23.8,0.0,21.4,1009.7,,2021,6,158,invierno,False
2021-06-08,Rancagua,historical_csv,-34.1708,-70.7444,14.4,9.8,23.4,2.1,22.5,1013.0,,2021,6,159,invierno,False
2021-06-09,Rancagua,historical_csv,-34.1708,-70.7444,18.4,12.3,23.7,0.0,23.3,1016.3,,2021,6,160,invierno,False
2021-06-10,Rancagua,historical_csv,-34.1708,-70.7444,16.0,8.4,25.2,3.3,10.3,1020.6,,2021,6,161,invierno,False
2021-06-11,Rancagua,historical_csv,-34.1708,-70.7444,14.7,6.9,20.5,0.0,31.2,1013.7,,2021,6,162,invierno,False
2021-06-12,Rancagua,historical_csv,-34.1708,-70.7444,12.9,6.0,19.9,6.7,12.4,1009.5,,2021,6,163,invierno,False
2021-06-13,Rancagua,historical_csv,-34.1708,-70.7444,16.7,9.7,23.6,15.9,19.3,1025.3,,2021,6,164,invierno,False
2021-06-14,Rancagua,historical_csv,-34.1708,-70.7444,17.0,9.5,25.6,6.6,26.9,1006.7,,2021,6,165,invierno,False
2021-06-15,Rancagua,historical_csv,-34.1708,-70.7444,14.8,8.7,23.1,0.0,19.2,1014.6,,2021,6,166,invierno,False
2021-06-16,Rancagua,historical_csv,-34.1708,-70.7444,15.5,8.8,21.9,0.0,15.6,1014.3,,2021,6,167,invierno,False
2021-06-17,Rancagua,historical_csv,-34.1708,-70.7444,12.9,6.2,21.9,0.0,14.8,1008.8,,2021,6,168,invierno,False
2021-06-18,Rancagua,historical_csv,-34.1708,-70.7444,15.4,10.3,23.6,0.0,17.0,1016.5,,2021,6,169,invierno,False
2021-06-19,Rancagua,historical_csv,-34.1708,-70.7444,14.6,9.7,21.5,0.0,26.5,1006.3,,2021,6,170,invierno,False
2021-06-20,Rancagua,historical_csv,-34.1708,-70.7444,14.1,6.9,21.5,0.0,8.4,1011.5,,2021,6,171,invierno,False
2021-06-21,Rancagua,historical_csv,-34.1708,-70.7444,15.1,8.5,23.2,5.9,24.4,1007.2,,2021,6,172,invierno,False
2021-06-22,Rancagua,historical_csv,-34.1708,-70.7444,12.9,4.5,20.2,6.1,22.4,1012.2,,2021,6,173,invierno,False
2021-06-23,Rancagua,historical_csv,-34.1708,-70.7444,12.8,5.3,19.3,0.0,12.0,1020.4,,2021,6,174,invierno,False
2021-06-24,Rancagua,historical_csv,-34.1708,-70.7444,12.4,7.7,20.7,19.9,16.2,1011.7,,2021,6,175,invierno,False
2021-06-25,Rancagua,historical_csv,-34.1708,-70.7444,12.6,6.9,19.1,12.5,22.9,1005.1,,2021,6,176,invierno,False
2021-06-26,Rancagua,historical_csv,-34.1708,-70.7444,15.2,8.9,24.7,0.0,20.2,1019.5,,2021,6,177,invierno,False
2021-06-27,Rancagua,historical_csv,-34.1708,-70.7444,12.3,7.4,20.0,0.0,13.7,1008.2,,2021,6,178,invierno,False
2021-06-28,Rancagua,historical_csv,-34.1708,-70.7444,13.5,8.7,20.1,19.1,19.8,1012.5,,2021,6,179,invierno,False
2021-06-29,Rancagua,historical_csv,-34.1708,-70.7444,15.5,8.0,22.2,13.6,11.8,1011.5,,2021,6,180,invierno,False
2021-06-30,Rancagua,historical_csv,-34.1708,-70.7444,14.0,6.8,23.3,5.5,23.9,1013.0,,2021,6,181,invierno,False
2021-07-01,Rancagua,historical_csv,-34.1708,-70.7444,10.9,6.4,16.4,0.0,18.0,1008.5,,2021,7,182,invierno,False
2021-07-02,Rancagua,historical_csv,-34.1708,-70.7444,12.3,7.3,20.9,4.8,20.9,1014.0,,2021,7,183,invierno,False
2021-07-03,Rancagua,historical_csv,-34.1708,-70.7444,14.6,6.7,23.1,0.0,21.7,1015.3,,2021,7,184,invierno,False
2021-07-04,Rancagua,historical_csv,-34.1708,-70.7444,12.9,6.9,17.8,7.1,22.6,1009.9,,2021,7,185,invierno,False
2021-07-05,Rancagua,historical_csv,-34.1708,-70.7444,14.6,8.1,23.8,0.0,20.5,1015.1,,2021,7,186,invierno,False
2021-07-06,Rancagua,historical_csv,-34.1708,-70.7444,14.4,6.2,19.9,6.1,18.2,1007.6,,2021,7,187,invierno,False
2021-07-07,Rancagua,historical_csv,-34.1708,-70.7444,13.7,5.6,21.1,0.0,20.2,1011.9,,2021,7,188,invierno,False
2021-07-08,Rancagua,historical_csv,-34.1708,-70.7444,10.4,2.8,17.2,0.0,16.5,1005.7,,2021,7,189,invierno,False
2021-07-09,Rancagua,historical_csv,-34.1708,-70.7444,13.6,5.9,22.1,1.1,18.0,1020.0,,2021,7,190,invierno,False
2021-07-10,Rancagua,historical_csv,-34.1708,-70.7444,12.7,6.2,18.0,0.0,14.8,1012.5,,2021,7,191,invierno,False
2021-07-11,Rancagua,historical_csv,-34.1708,-70.7444,11.3,3.3,17.1,0.0,19.5,1020.8,,2021,7,192,invierno,False
2021-07-12,Rancagua,historical_csv,-34.1708,-70.7444,11.5,6.0,16.3,0.0,28.0,1004.2,,2021,7,193,invierno,False
2021-07-13,Rancagua,historical_csv,-34.1708,-70.7444,14.6,9.9,19.6,2.8,13.3,1013.9,,2021,7,194,invierno,False
2021-07-14,Rancagua,historical_csv,-34.1708,-70.7444,14.4,6.3,19.9,1.7,15.8,1016.9,,2021,7,195,invierno,False
2021-07-15,Rancagua,historical_csv,-34.1708,-70.7444,13.1,6.0,18.3,20.5,20.1,1012.4,,2021,7,196,invierno,False
2021-07-16,Rancagua,historical_csv,-34.1708,-70.7444,13.3,6.6,20.1,0.0,23.0,1013.8,,2021,7,197,invierno,False
2021-07-17,Rancagua,historical_csv,-34.1708,-70.7444,11.9,5.5,21.1,0.0,19.7,1012.7,,2021,7,198,invierno,False
2021-07-18,Rancagua,historical_csv,-34.1708,-70.7444,12.8,6.1,21.4,10.9,27.2,1008.1,,2021,7,199,invierno,False
2021-07-19,Rancagua,historical_csv,-34.1708,-70.7444,12.3,6.8,18.3,0.0,13.0,1020.2,,2021,7,200,invierno,False
